ID;Name;Exercise type;BodyPart;Equipment;muscle_group;secondary_muscles;difficulty;remarks;is_duplicate;exID;Gender;tags;tags_temp;score;type;goal;motion_pattern;additional;popularity_men;popularity_women;summary;philosophy
138413;Hack One Leg Calf Raise;Strength;Calves;Sled machine;Gastrocnemius;Soleus;Intermediate;;;337169a2-350d-423a-a50a-f963a3ad3a16;0;"[""tier2"",""isolation"",""strength"",""hypertrophy"",""stability""]";;40;isolation;hypertrophy, balance;;plateau_breaker;50;45;single calf raise;lifting
170413;Medicine Ball Single Leg Wood Chop;Aerobic;Waist;Medicine Ball;Obliquus externus abdominis;Rectus abdominis, Erector spinae, Gluteus medius;Advanced;;;35e0705a-354d-430d-9524-4b27cbaeb7da;0;"[""tier3"",""compound"",""strength"",""balance"",""rotation""]";;60;compound;strength, coordination;rotation;beginner_friendly;55;50;single chop;lifting, full_body
175713;Dumbbell Single Leg Deadlift;Strength;Hips;Dumbbell;Hamstrings;Gluteus maximus, Erector spinae, Obliquus externus abdominis;Intermediate;;;0e1019fc-7347-4cd8-95c2-9920ba679961;0;"[""tier2"",""compound"",""strength"",""hinge"",""balance""]";;70;compound;strength, hypertrophy;hinge;beginner_friendly;75;70;single deadlift;lifting
263513;Dumbbell Single Leg Deadlift;Strength;Hips;Dumbbell;Hamstrings;Gluteus maximus, Erector spinae;Intermediate;;;7fdf7695-d28f-4eff-8b0a-8edce8bfdb36;2;"[""tier2"",""compound"",""strength"",""hinge"",""balance""]";;70;compound;strength, hypertrophy;hinge;beginner_friendly;75;70;single deadlift;lifting
169313;Medicine Ball Single Leg Deadlift;Strength;Hips;Body weight;Hamstrings;Gluteus maximus, Erector spinae;Intermediate;;;07883a26-b428-4dbe-bb47-4fd363462ec8;0;"[""tier3"",""compound"",""strength"",""balance"",""hinge""]";;70;compound;strength, balance;hinge;beginner_friendly;65;60;single deadlift;lifting, full_body
173513;Dumbbell Lying Single Extension;Strength;Upper Arms;Dumbbell;Triceps brachii;Anconeus, Deltoid posterior;Intermediate;;;3b4c0bb3-fc1b-4e7e-922a-5f85e7b50671;0;"[""tier2"",""isolation"",""hypertrophy""]";;45;isolation;hypertrophy;;beginner_friendly;35;30;single extension;lifting
308013;Dumbbell Lying Single Extension;Strength;Upper Arms;Dumbbell;Triceps brachii;Anconeus;Intermediate;;;bac82b38-2b12-42bb-8eba-fe4c0abd4435;2;"[""tier2"",""isolation"",""hypertrophy""]";;45;isolation;hypertrophy;;beginner_friendly;35;30;single extension;lifting
157913;Sled One Leg Hack Squat;Strength;Thighs;Sled machine;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;55d6fc34-a338-4a51-bd2d-d8e5c8de6377;0;"[""tier3"",""compound"",""strength"",""squat"",""stability""]";;75;compound;strength, balance;squat;plateau_breaker;70;65;single hack squat;lifting
454513;Cable Bent Over Single Arm Kickback;Strength;Upper Arms;Cable;Triceps brachii;Posterior Deltoid, Erector spinae;Intermediate;;;c6d1431b-0125-4129-adf8-b35e103f9c45;0;"[""tier2"",""isolation"",""strength"",""hypertrophy""]";;55;isolation;hypertrophy;;;60;55;single kickback;lifting
567113;Bodyweight Single Leg Kas Glute Bridge;Strength;Hips;Body weight;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;ac678db3-8ec1-42ad-b803-36f2903a58f7;2;"[""tier2"",""isolation"",""strength"",""hypertrophy"",""bodyweight""]";;50;compound;strength, stability;hinge;bodyweight, beginner_friendly;55;65;Single leg bridge;calisthenics
247313;Glute Bridge One Leg on Bench;Strength;Hips;Body weight;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;62560ad9-7fff-4cb0-be7f-5aae7b2e6abf;0;"[""tier2"",""compound"",""strength"",""stability""]";;60;compound;strength, balance;hinge;beginner_friendly;50;55;single leg bridge;lifting
247513;Glute Bridge One Leg on Floor (bent knee);Strength;Hips;Body weight;Gluteus maximus;Hamstrings, Erector spinae, Adductors;Intermediate;;;c0c709aa-9f0d-4784-9c21-beb3fabe45e9;0;"[""tier2"",""compound"",""strength"",""stability""]";;60;compound;strength, balance;hinge;beginner_friendly;50;55;single leg bridge;lifting
247413;Glute Bridge One Leg on Floor (straight leg);Strength;Hips;Body weight;Gluteus maximus;Hamstrings, Erector spinae, Rectus abdominis;Intermediate;;;27f085f7-d002-466a-901f-0970fde208a2;0;"[""tier2"",""compound"",""strength"",""stability""]";;60;compound;strength, balance;hinge;beginner_friendly;50;55;single leg bridge;lifting
476113;Elevated Standing Single Leg Calf Raise;Strength;Calves;Body weight;Gastrocnemius;Soleus;Intermediate;;;c785cbcf-5922-401e-8f26-5d9bfbf35dfc;0;"[""tier2"",""isolation"",""strength"",""stability""]";;70;isolation;strength, balance;;beginner_friendly;60;65;single leg calf;lifting
350813;Resistance Band Seated Single Leg Curl;Strength;Thighs;Resistance Band;Hamstrings;Gluteus maximus;Intermediate;;;4f9f2cb7-9c20-49cb-9a2f-6b7d1e70986e;0;"[""tier2"",""isolation"",""strength"",""hypertrophy""]";;70;isolation;strength, hypertrophy;;beginner_friendly, at_home;60;70;single leg curl;lifting
159013;Lever Lying Single Leg Curl;Strength;Thighs;Leverage machine;Hamstrings;Gastrocnemius, Gluteus maximus;Intermediate;;;468a0ff7-0429-47c0-b266-b1763d755fad;0;"[""tier2"",""isolation"",""hypertrophy"",""strength""]";;50;isolation;hypertrophy;;plateau_breaker;50;45;single leg curl;lifting
442713;Lever Lying Single Leg Curl;Strength;Thighs;Leverage machine;Hamstrings;Gastrocnemius, Gluteus maximus;Intermediate;;;955631ba-3e02-4c79-85b1-00f3b457c303;2;"[""tier2"",""isolation"",""hypertrophy"",""strength""]";;50;isolation;hypertrophy;;plateau_breaker;50;45;single leg curl;lifting
452313;Kettlebell Single Leg Deadlift;Strength;Hips, Thighs;Kettlebell;Hamstrings;Gluteus maximus, Erector spinae;Intermediate;;;6ff49106-c252-492c-b0c3-d5814dcf89e4;2;"[""tier2"",""compound"",""strength"",""stability"",""hinge""]";;60;compound;strength, balance;hinge;beginner_friendly;55;65;single leg deadlift;lifting
280513;Dumbbell Single Leg Deadlift with Stepbox Support;Strength;Hips;Dumbbell;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;430ea654-5e67-4004-bdc4-215cc10c98d4;2;"[""tier2"",""compound"",""strength"",""hinge"",""balance"",""beginner_friendly""]";;40;compound;balance, strength, stability;hinge;beginner_friendly;50;60;Single leg deadlift;lifting, balance
280613;Dumbbell Single Leg Deadlift with Stepbox Support;Strength;Hips;Dumbbell;Hamstrings;Gluteus maximus, Erector spinae, Rectus abdominis;Intermediate;;;ecaa6759-78ea-4d0e-ad50-ac094a44c632;0;"[""tier2"",""compound"",""strength"",""hinge"",""balance"",""beginner_friendly""]";;40;compound;balance, strength, stability;hinge;beginner_friendly;50;60;Single leg deadlift;lifting, balance
275013;Dumbbell Single Leg Deadlift with Wall Support;Strength;Hips;Dumbbell;Hamstrings;Gluteus maximus, Erector spinae;Beginner;;;6503d8cf-dea5-4201-8342-36ac712079b0;2;"[""tier2"",""compound"",""strength"",""balance"",""hinge"",""beginner_friendly""]";;40;compound;balance, strength, stability;hinge;beginner_friendly;50;60;Single leg deadlift;lifting, balance
175613;Barbell Single Leg Deadlift;Strength;Hips;Barbell;Hamstrings;Gluteus maximus, Erector spinae;Intermediate;;;780960f2-b51c-40a9-b624-1b33a943ca6a;0;"[""tier2"",""compound"",""strength"",""hinge"",""balance""]";;60;compound;strength, balance;hinge;plateau_breaker;55;60;single leg deadlift;lifting
263413;Barbell Single Leg Deadlift;Strength;Hips;Barbell;Gluteus maximus;Hamstrings, Erector spinae;Advanced;;;2778288c-9549-4ceb-be4c-da605caf55b3;2;"[""tier2"",""compound"",""strength"",""hinge"",""balance""]";;60;compound;strength, balance;hinge;plateau_breaker;55;60;single leg deadlift;lifting
115513;Suspender Single Leg Deadlift;Strength;Hips;Suspension;Hamstrings;Gluteus maximus, Erector spinae, Rectus abdominis;Intermediate;;;57c6dfd6-ca3e-4fba-8eb9-b26ed2e3c94d;0;"[""tier3"",""compound"",""strength"",""hinge"",""stability""]";;60;compound;strength, balance;hinge;bodyweight;50;55;Single Leg Deadlift;calisthenics
604213;Bottle Weighted Single Leg Romanian Deadlift;Strength;Hips;Weighted;Hamstrings;Gluteus maximus, Erector spinae;Intermediate;;;404bc926-a5d0-4c35-a992-d163d9db2d62;2;"[""tier3"",""compound"",""strength"",""hinge"",""stability""]";;50;compound;balance, strength;hinge;at_home, beginner_friendly;55;60;single leg deadlift;lifting
764813;Dumbbell Ipsilateral Single Leg Stiff Leg Deadlift;Strength;Hips;Dumbbell;Hamstrings;Gluteus maximus, Erector spinae, Obliquus externus abdominis;Intermediate;;;2069f327-6353-4d9c-a947-8346f2072377;2;"[""tier2"",""compound"",""strength"",""hypertrophy"",""hinge""]";;60;compound;strength, balance;hinge;plateau_breaker;55;50;single leg deadlift;lifting
879913;Lever Single Leg Deadlift on Hack Squat Machine;Strength;Hips;Leverage machine;Hamstrings;Gluteus maximus, Erector spinae, Obliquus externus abdominis;Advanced;;;97c5d89b-df7f-4076-a110-a7e28ad0e69b;2;"[""tier3"",""compound"",""strength"",""hypertrophy"",""hinge""]";;50;compound;strength, balance;hinge;plateau_breaker;60;55;single leg deadlift;lifting
932213;Lying Floor Single Leg Negative Dragon Flag;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Erector spinae, Iliopsoas;Advanced;;;d50685ea-0792-44e3-901a-603c448654d3;0;"[""tier3"",""compound"",""strength"",""core"",""plateau_breaker""]";;30;isometric;strength, stability;plank;at_home, plateau_breaker;20;30;single leg dragon flag;calisthenics
485013;Barbell Single Leg Good Morning;Strength;Thighs;Barbell;Hamstrings;Gluteus maximus, Erector spinae;Advanced;;;b950053e-fc79-4d15-8f69-9b314f8add48;0;"[""tier3"",""compound"",""strength"",""hinge"",""balance""]";;40;compound;strength, balance;hinge;plateau_breaker;35;40;single leg hinge;lifting
476513;Glute Ham Single Leg Hyperextension;Strength;Hips;Body weight;Hamstrings;Gluteus maximus, Erector spinae;Advanced;;;b3a4bf8b-ceca-4320-aa01-ef27ff78f0a0;0;"[""tier3"",""compound"",""strength"",""hinge"",""stability""]";;70;compound;strength, balance;hinge;advanced;60;55;single leg hyperextension;lifting
113513;Suspender Single Leg Plank;Strength;Waist;Suspension;Rectus abdominis;Obliquus externus abdominis, Erector spinae, Gluteus maximus, Hamstrings;Advanced;;;23b3fb3b-95a5-45fc-a198-c3893905386b;0;"[""tier3"",""isolation"",""stability"",""core""]";;50;isometric;stability, balance;plank;bodyweight;45;50;Single Leg Plank;calisthenics
710713;Lever Seated Single Leg Press (VERSION 2);Strength;Thighs;Leverage machine;Quadriceps;Hamstrings, Gluteus maximus;Intermediate;;;2c8d2e81-c29f-4945-a3f8-9aedec9560a1;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""squat""]";;70;compound;strength, balance;squat;plateau_breaker;70;65;single leg press;lifting
951213;Box Single Leg Assisted Pull-up;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, Trapezius, Rhomboids;Intermediate;;;b7755615-65d8-488d-a323-b9baf1455e42;2;"[""tier3"",""compound"",""strength"",""hypertrophy"",""vertical_pull""]";;45;compound;strength, hypertrophy;vertical_pull;assisted, beginner_friendly;55;50;single leg pull-up;calisthenics
66713;Raise Single Leg Push up;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior, Rectus abdominis;Advanced;;;21a1eaa9-a8b5-4a18-bfed-119bad464a8c;0;"[""tier3"",""compound"",""strength"",""stability"",""horizontal_press"",""bodyweight""]";;60;compound;strength, stability;horizontal_press;bodyweight;70;65;Single Leg Push;calisthenics
391813;Landmine Single Leg Landmine RDL;Strength;Hips;Leverage machine;Hamstrings;Gluteus maximus, Erector spinae, Obliquus externus abdominis;Intermediate;;;d2c00ea9-10d5-4712-b6a0-de4499eccd79;0;"[""tier3"",""compound"",""strength"",""hinge"",""balance""]";;60;compound;strength, balance;hinge;plateau_breaker;50;60;Single Leg RDL;lifting
655313;Landmine Single Leg Romanian Deadlift;Strength;Hips;Body weight;Hamstrings;Gluteus maximus, Erector spinae, Gluteus medius;Intermediate;;;9649eae0-6966-4ee3-927f-dbe19233f053;2;"[""tier3"",""compound"",""strength"",""hypertrophy"",""hinge"",""stability""]";;60;compound;strength, balance;hinge;plateau_breaker;50;60;Single Leg RDL;lifting
392813;Bodyweight Single Leg Deadlift;Strength;Thighs;Body weight;Hamstrings;Gluteus maximus, Erector spinae, Obliquus externus abdominis;Intermediate;;;a0a50559-90e0-45bb-ab7c-fe4c0f57992e;0;"[""tier2"",""compound"",""strength"",""hinge"",""bodyweight"",""stability""]";;60;compound;strength, balance;hinge;bodyweight, beginner_friendly;65;70;Single leg RDL;calisthenics
497113;Bodyweight Single Leg RDL;Strength;Hips;Body weight;Hamstrings;Gluteus maximus, Erector spinae;Advanced;;;bcf41e29-efd5-456a-a16a-f15672f2b02a;0;"[""tier2"",""compound"",""strength"",""stability"",""hinge"",""bodyweight""]";;60;compound;strength, balance;hinge;bodyweight, beginner_friendly;65;70;Single leg RDL;calisthenics
489213;Elevated Single Leg Squat;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Gastrocnemius;Advanced;;;e0580845-e69d-4375-b528-54f958a39fd8;0;"[""tier3"",""compound"",""strength"",""squat"",""balance""]";;70;compound;strength, balance;squat;bodyweight, at_home;65;70;single leg squat;calisthenics
110113;Suspender Single Leg Squat;Strength;Hips;Suspension;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Advanced;;;2eec8a64-89b8-441b-a858-d29fabc7c694;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""squat"",""bodyweight""]";;70;compound;strength, balance;squat;bodyweight;60;65;Single Leg Squat;calisthenics
756013;Bodyweight Single Leg Squat;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Advanced;;;4336824f-04a6-4b25-92ba-36cd78ac0657;1;"[""tier2"",""compound"",""strength"",""squat"",""stability""]";;65;compound;strength, balance;squat;bodyweight, beginner_friendly;70;75;Single leg squat;calisthenics
9913;Barbell Single Leg Split Squat;Strength;Thighs;Barbell;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;Maintain balance by keeping an upright torso and proper knee alignment during the descent.;;37ba7c90-a137-4d71-b925-fb9a1b5154e5;0;"[""tier2"",""compound"",""strength"",""squat"",""stability""]";;60;compound;strength, balance;lunge;plateau_breaker;50;55;single leg squat;lifting
222713;Barbell Single Leg Split Squat;Strength;Thighs;Barbell;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;448d5325-3ad1-4d26-b2e3-ccacc80e811a;2;"[""tier2"",""compound"",""strength"",""squat"",""stability""]";;60;compound;strength, balance;lunge;plateau_breaker;50;55;single leg squat;lifting
434913;Barbell Single Leg Squat;Strength;Thighs;Barbell;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Advanced;;;74b7766f-6108-4b6d-8d3d-c8c6365afff6;0;"[""tier3"",""compound"",""strength"",""squat"",""plateau_breaker""]";;60;compound;strength, balance;squat;plateau_breaker;50;55;single leg squat;lifting
41113;Dumbbell Single Leg Squat;Strength;Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Gastrocnemius, Core stabilizers;Advanced;Perform a controlled descent on one leg while holding a dumbbell for added resistance;;3bd47dcd-2f5a-46a4-9602-fda47a692a61;0;"[""tier3"",""compound"",""strength"",""hypertrophy"",""squat"",""balance""]";;60;compound;strength, balance;squat;beginner_friendly;55;60;Single leg squat;lifting
352113;Dumbbell Single Leg Squat;Strength;Hips, Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Gluteus medius;Advanced;;;34675bc6-7ee4-4678-b279-d34633a61efc;2;"[""tier3"",""compound"",""strength"",""hypertrophy"",""squat"",""balance""]";;60;compound;strength, balance;squat;beginner_friendly;55;60;Single leg squat;lifting
376613;Dumbbell Single Leg Squat (VERSION 2);Strength;Hips, Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Intermediate;;;196cf644-59e0-4005-b128-7932e3eee231;2;"[""tier3"",""compound"",""strength"",""balance"",""squat"",""plateau_breaker""]";;60;compound;strength, balance;squat;beginner_friendly;55;60;Single leg squat;lifting
376713;Dumbbell Single Leg Squat (VERSION 2);Strength;Hips, Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Advanced;;;f428303d-50ed-4228-9d9a-ec34a1fb90a7;1;"[""tier3"",""compound"",""strength"",""balance"",""squat"",""plateau_breaker""]";;60;compound;strength, balance;squat;beginner_friendly;55;60;Single leg squat;lifting
992913;Lever Single Leg Squat on Hack Squat Machine;Strength;Hips;Leverage machine;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Advanced;;;c7d82053-630b-41b9-99d4-db3aead53f5f;2;"[""tier3"",""compound"",""strength"",""squat"",""stability""]";;55;compound;strength, balance;squat;plateau_breaker;60;65;single leg squat;lifting
169513;Stability Ball Single Leg Squat;Strength;Thighs;Stability ball;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae, Rectus abdominis;Intermediate;;;9bfe61ef-fb4a-43c0-9337-84a1a033c017;0;"[""tier3"",""compound"",""strength"",""balance"",""squat""]";;45;compound;strength, balance;squat;plateau_breaker;50;55;single leg squat;balance
147613;One Leg Squat;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Gastrocnemius, Rectus abdominis;Advanced;;;7abb5bc7-b77c-48de-8b1c-1e373d9bee66;0;"[""tier3"",""compound"",""strength"",""balance"",""squat"",""bodyweight""]";;70;compound;strength, balance;squat;plateau_breaker;60;55;single leg squat;lifting
654613;Landmine Single Leg Hip Thrust;Strength;Hips;Body weight;Gluteus maximus;Hamstrings, Erector spinae, Gluteus medius;Intermediate;;;4752530f-1506-4e70-87c7-691fbead691a;2;"[""tier3"",""compound"",""strength"",""hypertrophy"",""stability""]";;60;compound;strength, hypertrophy;hinge;plateau_breaker;55;65;Single Leg Thrust;lifting
490213;Elevated Single Leg Hip Thrust;Strength;Hips;Body weight;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;378fa49f-d5f0-4be9-b97a-8a03f9336984;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""glutes""]";;60;compound;strength, hypertrophy;hinge;bodyweight, at_home;60;65;single leg thrust;calisthenics
938713;Lever Angled Single Leg Press;Strength;Thighs;Leverage machine;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;cb24e277-0860-4f8f-9386-5ae7a749d90f;1;"[""tier2"",""compound"",""strength"",""squat"",""stability""]";;70;compound;strength, hypertrophy, balance;squat;plateau_breaker;60;60;single press;lifting
130513;Medicine Ball Chest Push Single Response;Strength;Chest;Medicine Ball;Pectoralis major;Deltoid anterior, Triceps brachii;Intermediate;;;f7d42162-5f25-4f47-9bec-21f266cd4cbb;0;"[""tier3"",""compound"",""power"",""horizontal_press""]";;55;ballistic;power, coordination;horizontal_press;high_impact;50;45;single push;plyometrics, explosives
326713;Lying Single Leg Raise;Stretching;Hips, Thighs;Body weight;Hamstrings;Gastrocnemius, Gluteus maximus;Beginner;;;6783909b-1023-4ce2-a2ae-d76b34e5a9fa;2;"[""tier2"",""isolation"",""hypertrophy"",""beginner_friendly""]";;60;isolation;strength, hypertrophy;;beginner_friendly, at_home;55;60;single raise;lifting, calisthenics
651513;Lever Bent Over Single Arm Neutral Grip Row (with chest support);Strength;Back;Leverage machine;Latissimus dorsi;Rhomboids, Trapezius, Biceps brachii, Deltoid posterior;Intermediate;;;8058d5e5-1430-440f-b755-0743ca4f88b8;0;"[""tier3"",""compound"",""strength"",""hypertrophy"",""horizontal_pull""]";;70;compound;strength, hypertrophy;horizontal_pull;beginner_friendly;70;60;single row;lifting
452713;Kettlebell Single Arm Swing;Strength;Hips, Thighs;Kettlebell;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;8aa9f6af-6768-4a2e-a888-8530d9c12dff;2;"[""tier2"",""compound"",""strength"",""power"",""hinge""]";;65;ballistic;power, endurance;hinge;high_impact;70;60;single swing;lifting, explosives
142513;Sled 45 degrees One Leg Press;Strength;Thighs;Sled machine;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;8879385a-e16b-45ed-972a-c974eeba7bdb;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""squat""]";;75;compound;strength, balance;squat;plateau_breaker;70;65;single-leg press;lifting
260913;Sled 45 degrees One Leg Press;Strength;Hips, Thighs;Sled machine;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;f02e6415-c64c-4859-9912-72a928ce01c9;2;"[""tier2"",""compound"",""strength"",""hypertrophy"",""squat""]";;75;compound;strength, balance;squat;plateau_breaker;70;65;single-leg press;lifting
88213;Dumbbell one leg squat w;Strength;Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Adductors;Advanced;;;e2ed254b-f4a5-4064-b129-525a6338e027;0;"[""tier3"",""compound"",""strength"",""squat"",""balance""]";;60;compound;strength, balance;squat;plateau_breaker;55;65;single-leg squat;lifting
336713;Skater Squat;Strength;Hips, Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Adductor magnus;Advanced;;;3d82731e-e1e8-4a0c-99c1-85b239887c15;0;"[""tier3"",""compound"",""strength"",""balance"",""squat"",""plateau_breaker""]";;70;compound;strength, balance;squat;bodyweight, plateau_breaker;50;50;single-leg squat;calisthenics
106213;Weighted one leg hip thrust;Strength;Hips;Weighted;Gluteus maximus;Hamstrings, Gluteus medius, Erector spinae;Intermediate;;;b82321d6-30cd-4f73-a4ae-6701492f5d53;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""hinge"",""plateau_breaker""]";;60;compound;strength, stability;hinge;plateau_breaker;50;70;single-leg thrust;lifting
472213;Bodyweight Kneeling Sissy Squat;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;6aec8765-238f-4fe8-9ba7-b93aa77ad68f;0;"[""tier3"",""compound"",""strength"",""squat"",""bodyweight""]";;40;compound;strength, mobility;squat;bodyweight, at_home;40;40;sissy squat;calisthenics
85113;Weighted Sissy Squat;Strength;Thighs;Weighted;Quadriceps;Gluteus maximus, Gastrocnemius;Advanced;;;c71925cf-1492-4f47-aade-a4417e81de11;0;"[""tier3"",""compound"",""strength"",""squat"",""plateau_breaker""]";;60;compound;strength, hypertrophy;squat;plateau_breaker;50;45;sissy squat;lifting
403213;Weighted Sissy Squat;Strength;Thighs;Weighted;Quadriceps;Gluteus maximus, Hamstrings, Gastrocnemius;Advanced;;;b3d868b0-8321-4bf6-a399-96a6f24ff4af;2;"[""tier3"",""compound"",""strength"",""squat"",""plateau_breaker""]";;60;compound;strength, hypertrophy;squat;plateau_breaker;50;45;sissy squat;lifting
472313;Bodyweight Standing Sissy Squat;Strength;Thighs;Body weight;Quadriceps;Gastrocnemius, Hip flexors;Intermediate;;;51db89ff-04ca-43f4-87ec-2e900b82a36b;0;"[""tier3"",""compound"",""strength"",""squat"",""bodyweight""]";;45;compound;strength, hypertrophy;squat;bodyweight, plateau_breaker;55;50;Sissy squat;calisthenics
148913;Sissy Squat Bodyweight;Strength;Thighs;Body weight;Quadriceps;Gastrocnemius, Hip flexors, Rectus abdominis;Advanced;;;90940b95-a3a1-49cb-987a-bbca26ffbdd2;0;"[""tier3"",""compound"",""strength"",""hypertrophy"",""squat"",""bodyweight""]";;50;compound;strength, hypertrophy;squat;bodyweight;55;45;sissy squat;lifting, calisthenics
159313;Sit Squat;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings;Beginner;;;fb67c645-a297-4c09-b356-053f97ed9cdf;0;"[""tier2"",""compound"",""strength"",""squat"",""beginner_friendly""]";;70;compound;strength, hypertrophy;squat;beginner_friendly;60;70;sit squat;lifting, calisthenics
73613;Sit up;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Iliopsoas;Beginner;;;ddeb3d64-fe41-45a7-b0b0-acb635f91957;0;"[""tier1"",""isolation"",""hypertrophy"",""beginner_friendly"",""bodyweight""]";;80;compound;strength, endurance;crunch;beginner_friendly;70;80;sit up;calisthenics, full_body
73513;Sit Up (VERSION 2);Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Iliopsoas;Beginner;;;7a34845f-84a4-4612-a64a-39d7e9e5b9c5;0;"[""tier2"",""isolation"",""hypertrophy"",""beginner_friendly"",""bodyweight""]";;80;compound;strength, endurance;crunch;beginner_friendly;70;80;sit up;calisthenics, full_body
473513;Dumbbell Decline Sit up;Strength;Waist;Dumbbell;Rectus abdominis;Obliquus externus abdominis, Iliopsoas;Intermediate;;;beaac5fa-ef9c-4a6c-8818-01dad13a1bb1;0;"[""tier2"",""compound"",""strength"",""core""]";;60;compound;strength, core;crunch;beginner_friendly;70;75;sit up;lifting, core
475613;Dumbbell Sit up;Strength;Waist;Dumbbell;Rectus abdominis;Obliquus externus abdominis, Iliopsoas;Beginner;;;16766c32-fa95-495b-9812-1ee4280f7870;0;"[""tier2"",""compound"",""strength"",""core""]";;60;compound;strength, endurance;crunch;beginner_friendly;65;70;Sit up;lifting
185813;Lever Decline Sit up;Strength;Waist;Leverage machine;Rectus abdominis;Obliquus externus abdominis;Intermediate;;;0dcf21fb-443c-45f3-a0bd-9d1669e1b2d5;0;"[""tier2"",""compound"",""hypertrophy"",""endurance"",""core""]";;50;isolation;strength, hypertrophy;crunch;beginner_friendly;60;65;Sit up;lifting
113713;Suspender Sit up;Strength;Waist;Suspension;Rectus abdominis;Obliquus externus abdominis, Hip flexors;Intermediate;;;329efb5d-2fc1-464c-8199-0777d7eaebff;0;"[""tier3"",""isolation"",""hypertrophy"",""core"",""beginner_friendly""]";;50;compound;strength, endurance;crunch;bodyweight;55;60;Sit Up;calisthenics
247613;3 4 Sit up;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Hip flexors;Beginner;;;ab391d88-08a0-47bf-a111-4988ef90475c;2;"[""tier2"",""isolation"",""strength"",""hypertrophy""]";;70;isolation;strength, endurance;crunch;beginner_friendly;70;80;sit-up;calisthenics
113;3/4 Sit-up;Strength;Waist;Body weight;Rectus abdominis;Iliopsoas, Obliquus externus abdominis;Beginner;Perform a partial sit-up by lifting the upper back off the ground, emphasizing controlled movement and core engagement throughout the exercise.;;57c12630-bd88-4904-ac4b-9cad995ebb25;0;"[""tier1"",""isolation"",""endurance"",""core"",""beginner_friendly""]";;70;isolation;strength, endurance;crunch;beginner_friendly;70;80;sit-up;calisthenics
655513;Ab Mat Sit-up;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Iliopsoas;Beginner;;;64befa41-c95c-4dba-a8dd-2871e9ee83e6;2;"[""tier1"",""isolation"",""strength"",""endurance"",""bodyweight""]";;70;isolation;strength, endurance;crunch;beginner_friendly;70;80;sit-up;calisthenics
428413;Flexion Leg Sit-up (straight arm);Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Iliopsoas;Intermediate;;;b44ef1a2-3765-43af-ab78-80f1aa1e3f33;2;"[""tier2"",""isolation"",""hypertrophy"",""core""]";;50;isolation;hypertrophy, stability;crunch;beginner_friendly;40;50;sit-up;calisthenics
474813;Dumbbell Overhead Sit up;Strength;Waist;Dumbbell;Rectus abdominis;Obliquus externus abdominis, Deltoid anterior;Intermediate;;;e7efeeac-29f1-4602-8412-cfbbf3bad6f8;0;"[""tier3"",""compound"",""strength"",""core""]";;50;compound;strength, stability;crunch;beginner_friendly;50;60;sit-up;lifting
